ID da resposta,genero,raca,deficiencia,idade,civil,filhos,religiao,politica,escolarizacao,escol_pai,profissao_pai,escol_mae,profissao_mae,gde_area,disciplina,uf,localizacao,cat_adm,org_acad,tempo_institu,capes,cons_empresas,cons_gov,cons_ag_fomento,atu_com_regu,atu_com_pesq,coord_gp,part_gp,coord_pg,coord_grad,soc_c_nacio,soc_c_inter,ABC,SBPC,publi_liv_tec,publi_liv_geral,patentes,publi_art_c,parecer_rev,part_event_c,org_event_c,divulga_c,curso_com_ext,p_teorica,p_experimental,p_laboratorio,p_empirca,p_aplicada,p_tecnologica,p_campo,p_demanda,p_outros,docencia,pos_lato_s,pos_stricto_s,extensao,projeto_pesq,administracao,orienta_grad,orienta_stricto_s,orienta_lato_s,medicina,fisioterapia,biologia,geologia,sociologia,historia,psicologia,filosofia,letras,artes,economia,administracao,direito,matematica,fisica,quimica,computacao,eng_prod,eng_mec,agronomia,zootecnia,coment_finais
1185,Masculino,Branca,Não,38,Casada/o,3+,Evangélico,De esquerda,publica,ensino básico,serviços comerciais,ensino básico,artífice-técnica,Ciências Exatas,Estatística,São Paulo,No interior,Pública Estadual,Universidade,6,5,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,4,2,0 - Não atua,0 - Não atua,1 - Pouco,5 - Muito,5 - Muito,3,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1186,Masculino,Branca,Não,42,Solteira/o,0,Agnosticismo,De centro,publica,ensino médio,funcionário público,ensino médio,serviços administrativos,Ciências Exatas,Estatística,São Paulo,Na capital,Pública Estadual,Universidade,10,6,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,1 - Pouco,5 - Muito,0 - Não atua,5 - Muito,4,5 - Muito,5 - Muito,2,1 - Pouco,1 - Pouco,Não é ciência,1 - Pouco,1 - Pouco,5 - Muito,4,1 - Pouco,Não é ciência,5 - Muito,5 - Muito,Não é ciência,4,5 - Muito,5 - Muito,5 - Muito,
1187,Masculino,Branca,Não,58,Divorciada/o,1,Católico,De direita,publica,ensino básico,setor agrícola,ensino superior,educação,Ciências da Saúde,Fisioterapia,São Paulo,No interior,Pública Estadual,Universidade,34,6,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,,3,1 - Pouco,4,3,4,2,4,4,0 - Não atua,3,3,4,4,2,2,2,2,2,1 - Pouco,2,2,2,4,4,4,3,4,4,4,4,
1188,Feminino,Branca,Não,66,Casada/o,0,Católico,De centro,publica,ensino básico,serviços comerciais,ensino básico,dona de casa,Ciências Exatas,Estatística,São Paulo,Na capital,Pública Estadual,Universidade,36,6,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,4,3,3,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1189,Masculino,Branca,Não,63,Casada/o,2,Católico,De esquerda,publica,ensino médio,serviços comerciais,ensino médio,serviços comerciais,Ciências Exatas,Computação,Rio Grande do Sul,No interior,Pública Federal,Universidade,33,4,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,,3,0 - Não atua,4,1 - Pouco,5 - Muito,0 - Não atua,3,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Votos de muito sucesso com o trabalho de pesquisa!
1191,Masculino,Branca,Não,41,Casada/o,3+,Outros,De esquerda,publica,ensino básico,artífice-técnico,ensino básico,artífice-técnica,Ciências Humanas,Filosofia,Santa Catarina,No interior,Privada sem fins lucrativos,Universidade,12,4,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,3,2,5 - Muito,2,5 - Muito,0 - Não atua,2,5 - Muito,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,"Meninas, tudo bem... um detalhe, no Brasil há três tipos de instituições de ensino superior: privadas, públicas e comunitárias... faltou essa para dar mais visibilidade a esse modelo de IES. No mais, grato pela oportunidade em participar. Gostaria de receber os resultados da pesquisa. Abração."
1192,Masculino,Branca,Sim,60,Casada/o,2,Agnosticismo,De esquerda,publica,ensino médio,serviços administrativos,ensino médio,educação,Ciências Exatas,Estatística,São Paulo,Na capital,Pública Estadual,Universidade,35,6,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,3,1 - Pouco,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,3,5 - Muito,5 - Muito,"Deficiência mencionada é deficiência visual (miopia, astigmatismo e presbiopia). Visão normal com o uso de óculos."
1193,Masculino,Branca,Sim,45,Casada/o,2,Católico,De centro,publica,ensino básico,setor agrícola,ensino básico,setor agrícola,Ciências da Saúde,Biologia,Santa Catarina,No interior,Privada sem fins lucrativos,Universidade,8,5,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,,4,1 - Pouco,4,3,4,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,4,4,5 - Muito,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
1194,Feminino,Parda,Não,47,Casada/o,1,Católico,Prefiro não responder,publica,ensino médio,serviços administrativos,ensino médio,educação,Ciências Exatas,Estatística,São Paulo,Na capital,Pública Estadual,Universidade,15,6,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,4,3,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1195,Feminino,Branca,Não,65,Solteira/o,0,Católico,De esquerda,publica,ensino básico,setor agrícola,ensino básico,setor agrícola,Ciências da Saúde,Biologia,Santa Catarina,No interior,Privada sem fins lucrativos,Universidade,30,4,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,,3,1 - Pouco,5 - Muito,2,5 - Muito,4,4,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1196,Feminino,Branca,Não,67,Casada/o,3+,Católico,De centro,particular,ensino médio,serviços administrativos,ensino médio,dona de casa,Ciências Sociais aplicadas,Arquitetura / urbanismo,São Paulo,No interior,Pública Estadual,Universidade,26,4,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,,1 - Pouco,5 - Muito,1 - Pouco,0 - Não atua,5 - Muito,0 - Não atua,0 - Não atua,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1197,Masculino,Branca,Não,60,Casada/o,1,Católico,De direita,publica,ensino superior,serviços profissionais,ensino médio,educação,Ciências Exatas,Física,São Paulo,No interior,Pública Estadual,Universidade,18,5,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,,4,4,0 - Não atua,1 - Pouco,4,2,1 - Pouco,3,0 - Não atua,2,1 - Pouco,3,2,1 - Pouco,2,1 - Pouco,1 - Pouco,1 - Pouco,Não é ciência,2,2,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,4,2,2,3,3,
1198,Feminino,Branca,Não,59,Casada/o,2,Agnosticismo,Prefiro não responder,publica,pós-graduação,educação,pós-graduação,educação,Ciências Sociais aplicadas,Comunicação social,São Paulo,No interior,Pública Estadual,Universidade,34,6,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,4,5 - Muito,0 - Não atua,0 - Não atua,3,1 - Pouco,1 - Pouco,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1199,Masculino,Amarela,Não,79,Casada/o,1,Agnosticismo,Prefiro não responder,publica,ensino médio,serviços administrativos,ensino básico,dona de casa,Ciências Exatas,Estatística,São Paulo,Na capital,Pública Estadual,Universidade,55,6,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,1 - Pouco,0 - Não atua,4,0 - Não atua,5 - Muito,0 - Não atua,0 - Não atua,4,0 - Não atua,5 - Muito,Não é ciência,4,4,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,4,3,Não é ciência,Não é ciência,4,4,Não é ciência,3,3,3,3,Ciência: produz dados que permitem testar hipóteses ou teorias (K. Popper)
1201,Feminino,Branca,Não,71,Casada/o,3+,Evangélico,De centro,publica,ensino superior,educação,ensino médio,dona de casa,Ciências Agrárias,Ciência animal,São Paulo,No interior,Pública Estadual,Universidade,44,7,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,,4,0 - Não atua,4,1 - Pouco,4,3,4,4,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,3,4,5 - Muito,5 - Muito,4,3,3,5 - Muito,5 - Muito,Bos sorte em sua pesquisa. Espero que tenha bom feedback.
1203,Masculino,Branca,Não,37,União estável,1,Sem religião,De centro,particular,ensino médio,serviços técnicos,pós-graduação,educação,Engenharias,Farmacologia,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,4,3,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,4,5 - Muito,1 - Pouco,4,3,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1204,Masculino,Branca,Não,36,União estável,0,Católico,De centro,particular,ensino básico,serviços técnicos,ensino básico,serviços técnicos,Ciências Exatas,Estatística,Minas Gerais,No interior,Pública Federal,Universidade,9,4,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,4,0 - Não atua,3,2,3,1 - Pouco,2,2,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1206,Masculino,Branca,Não,61,Casada/o,1,Ateísmo,De esquerda,publica,pós-graduação,serviços profissionais,ensino médio,educação,Ciências Exatas,Matemática,São Paulo,Na capital,Pública Estadual,Universidade,36,6,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,3,0 - Não atua,3,0 - Não atua,5 - Muito,3,2,4,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Não é ciência,5 - Muito,3,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,
1207,Masculino,Branca,Não,41,Casada/o,0,Sem religião,De esquerda,particular,ensino médio,serviços comerciais,ensino superior,funcionária pública,Ciências Exatas,Física,São Paulo,No interior,Pública Estadual,Universidade,12,5,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,5 - Muito,0 - Não atua,3,3,5 - Muito,4,4,4,0 - Não atua,5 - Muito,4,5 - Muito,4,4,4,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,5 - Muito,5 - Muito,5 - Muito,3,2,4,4,4,
1208,Masculino,Branca,Não,37,União estável,0,Ateísmo,De esquerda,particular,ensino médio,serviços comerciais,ensino médio,educação,Ciências Exatas,Física,São Paulo,No interior,Pública Estadual,Universidade,11,5,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,2,4,5 - Muito,0 - Não atua,3,1 - Pouco,5 - Muito,5 - Muito,3,2,Não é ciência,5 - Muito,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,5 - Muito,5 - Muito,5 - Muito,4,3,3,2,2,
1209,Masculino,Branca,Não,55,Casada/o,1,Sem religião,De esquerda,publica,ensino básico,serviços técnicos,ensino médio,dona de casa,Ciências Humanas,História,São Paulo,No interior,Pública Estadual,Universidade,18,5,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,,5 - Muito,5 - Muito,5 - Muito,1 - Pouco,5 - Muito,3,4,5 - Muito,0 - Não atua,4,4,4,4,4,4,4,4,4,Não é ciência,4,4,4,4,4,4,4,4,4,4,4,
1210,Masculino,Branca,Não,49,Casada/o,2,Outros,Prefiro não responder,particular,pós-graduação,serviços profissionais,ensino médio,educação,"Linguística, Letras e Artes",Artes visuais,São Paulo,No interior,Pública Estadual,Universidade,6,4,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,5 - Muito,4,5 - Muito,4,4,4,3,4,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,"Sobre essa última enquete, a concepção geral que temos de ciência, como formuladora de leis gerais para fenomenos diversos, tem base descritiva, cuja metodologia pode ser extremamente variável. Ora, a descrição de fenômenos pode ser ser aplicada a qualquer área, de forma que nenhuma poderia ser considerada menos científica. Uma conclusão científica pressupõe uma base de articulação metodológica, portanto filosófica, e não simplesmente a descrição do fenômeno. A ciência ordena e descreve a fenomenologia, mas quem a interpreta é a filosofia. Tudo é ciência, mas sem base filosófica, não tiramos nenhum resultado."
1211,Masculino,Branca,Não,65,Casada/o,2,Sem religião,De esquerda,publica,ensino básico,serviços comerciais,ensino básico,artífice-técnica,"Linguística, Letras e Artes",Artes visuais,São Paulo,Na capital,Pública Estadual,Universidade,40,5,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,,0 - Não atua,0 - Não atua,3,2,5 - Muito,0 - Não atua,0 - Não atua,5 - Muito,0 - Não atua,4,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,3,3,2,5 - Muito,5 - Muito,5 - Muito,3,3,3,2,3,
1212,Masculino,Branca,Não,61,Casada/o,3+,Sem religião,De centro,publica,ensino básico,setor agrícola,ensino básico,dona de casa,Ciências Exatas,Estatística,Minas Gerais,No interior,Pública Federal,Universidade,16,4,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,4,0 - Não atua,3,0 - Não atua,2,5 - Muito,0 - Não atua,3,0 - Não atua,5 - Muito,3,5 - Muito,5 - Muito,4,4,5 - Muito,2,2,1 - Pouco,4,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Boa sorte na pesquisa!
1213,Feminino,Branca,Não,61,Divorciada/o,2,Católico,De esquerda,publica,ensino médio,trabalhador industrial,ensino básico,dona de casa,Ciências Humanas,História,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,30,4,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,,5 - Muito,2,5 - Muito,4,5 - Muito,0 - Não atua,1 - Pouco,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1215,Feminino,Branca,Não,56,Casada/o,2,Espiritismo,De centro,publica,ensino básico,setor agrícola,ensino básico,setor agrícola,"Linguística, Letras e Artes",Letras,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,25,4,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,,4,4,4,1 - Pouco,5 - Muito,1 - Pouco,1 - Pouco,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,"No item, qual o nível de escolarização do seu pai ou da sua mãe, o instrumento é falho porque não apresenta a opção não frequentou escola ou analfabeto ou mesmo primário incompleto. Meu pai tem primário incompleto (4 ano) e minha mãe analfabeta."
1216,Masculino,Branca,Não,56,Casada/o,3+,Sem religião,De esquerda,publica,ensino superior,educação,ensino superior,educação,Ciências Exatas,Estatística,Minas Gerais,No interior,Pública Federal,Universidade,25,4,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,3,3,0 - Não atua,1 - Pouco,5 - Muito,0 - Não atua,4,3,5 - Muito,5 - Muito,4,4,4,4,4,2,2,1 - Pouco,Não é ciência,5 - Muito,5 - Muito,5 - Muito,2,2,2,2,2,
1218,Feminino,Branca,Não,61,União estável,2,Sem religião,De esquerda,publica,ensino superior,serviços profissionais,ensino médio,educação,Ciências Humanas,Educação,Rio Grande do Sul,Na capital,Pública Federal,Universidade,40,7,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,,0 - Não atua,3,0 - Não atua,0 - Não atua,2,0 - Não atua,0 - Não atua,0 - Não atua,3,4,4,5 - Muito,4,4,4,4,4,4,4,4,4,4,5 - Muito,5 - Muito,4,4,4,4,4,4,"Geralmente prefiro chamar ciências as básicas, pois as demais derivam delas e realizam aplicações práticas. Acho que deveríamos discutir mais sobre o tema não para hierarquizar mas para ter uma maior compreensão epistemológica. Esta classificação é muito pessoal, estou aposentada e gostaria de receber a devolutiva da pesquisa. Um abraço e bom trabalho!"
1219,Masculino,Branca,Não,77,Casada/o,1,Católico,De esquerda,publica,ensino básico,serviços técnicos,ensino médio,artífice-técnica,Ciências Humanas,Educação,São Paulo,Na capital,Pública Estadual,Universidade,50,5,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,0 - Não atua,3,4,0 - Não atua,3,0 - Não atua,0 - Não atua,5 - Muito,0 - Não atua,3,3,5 - Muito,5 - Muito,5 - Muito,4,4,3,Não é ciência,Não é ciência,2,2,2,5 - Muito,5 - Muito,5 - Muito,3,Não é ciência,Não é ciência,Não é ciência,3,
1220,Masculino,Branca,Não,53,Casada/o,0,Católico,De esquerda,publica,ensino básico,trabalhador industrial,ensino básico,serviços técnicos,Ciências Sociais aplicadas,Comunicação social,São Paulo,No interior,Pública Estadual,Universidade,22,6,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,5 - Muito,0 - Não atua,0 - Não atua,2,5 - Muito,2,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,"Uma observação apenas. A pesquisa oferece risco sim, especialmente o risco de constrangimento quando eu respondo que minha atuação em extensão é pequena. Além disso, seria interessante a pesquisa ter sido submetida à um CEP. De qualquer maneira, muito boa sorte!!!"
1221,Feminino,Branca,Não,38,Casada/o,1,Sem religião,De esquerda,publica,ensino básico,serviços administrativos,ensino superior,educação,Ciências da Saúde,Psicologia,Rio Grande do Sul,No interior,Privada com fins lucrativos,Universidade,10,4,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,5 - Muito,0 - Não atua,4,0 - Não atua,5 - Muito,3,4,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
1222,Feminino,Branca,Não,64,Casada/o,2,Católico,De direita,publica,ensino básico,trabalhador industrial,ensino básico,artífice-técnica,Ciências Exatas,Estatística,São Paulo,Na capital,Pública Estadual,Universidade,40,6,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,4,4,2,4,0 - Não atua,4,4,5 - Muito,5 - Muito,4,3,3,3,3,3,4,4,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,
1223,Masculino,Branca,Não,66,Casada/o,2,Espiritismo,Prefiro não responder,publica,ensino básico,serviços técnicos,ensino básico,serviços técnicos,Ciências Exatas,Estatística,Minas Gerais,No interior,Pública Federal,Universidade,31,5,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,1 - Pouco,5 - Muito,3,2,0 - Não atua,5 - Muito,5 - Muito,4,5 - Muito,4,4,4,4,4,4,4,5 - Muito,4,4,5 - Muito,5 - Muito,5 - Muito,4,3,3,5 - Muito,3,
